Summary of Changes
Budget changes,10
Bid changes,0
Status changes,297

Records
Time,Object Type,Object ID,Object Name,Operator,Source,App ID,Activity Details
2025-03-19 02:17,Ad group,T1826831629454386,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-19 02:17: Name changed from b'TT_DL2_And_KR_AEO_P_tt_\\\\xe6\\\\xb5\\\\x8b\\\\xe8\\\\xaf\\\\x95\\\\xe7\\\\xbb\\\\x84_250318' to b'TT_DL2_And_KR_AEO_P_tt_\\\\xe6\\\\xb5\\\\x8b\\\\xe8\\\\xaf\\\\x95\\\\xe7\\\\xbb\\\\x84_250319'"
2025-03-19 02:16,Ad group,T1826832167650337,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-19 02:16: Name changed from b'TT_DL2_And_KR_VO_P_hv/tt+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x841_250318' to b'TT_DL2_And_KR_VO_P_hv/tt+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x841_250319'"
2025-03-19 02:16,Ad group,T1826832996372530,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-19 02:16: Name changed from b'TT_DL2_And_KR_VO_P_troas/s+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x842_250318' to b'TT_DL2_And_KR_VO_P_troas/s+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x842_250319'"
2025-03-19 02:16,Campaign,T1826831629454354,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-19 02:16: Name changed from b'TT_DL2_And_KR_AEO_P_tt_\\\\xe6\\\\xb5\\\\x8b\\\\xe8\\\\xaf\\\\x95\\\\xe7\\\\xbb\\\\x84_250318' to b'TT_DL2_And_KR_AEO_P_tt_\\\\xe6\\\\xb5\\\\x8b\\\\xe8\\\\xaf\\\\x95\\\\xe7\\\\xbb\\\\x84_250319'"
2025-03-19 02:16,Campaign,T1826832167650321,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-19 02:16: Name changed from b'TT_DL2_And_KR_VO_P_hv/tt+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x841_250318' to b'TT_DL2_And_KR_VO_P_hv/tt+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x841_250319'"
2025-03-19 02:16,Campaign,T1826832996372514,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-19 02:16: Name changed from b'TT_DL2_And_KR_VO_P_troas/s+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x842_250318' to b'TT_DL2_And_KR_VO_P_troas/s+_\\\\xe5\\\\xaf\\\\xb9\\\\xe7\\\\x85\\\\xa7\\\\xe7\\\\xbb\\\\x842_250319'"
2025-03-19 01:53,Ad group,T1826831629454386,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-19 01:53: Campaign changed from Paused to Enabled"
2025-03-19 01:53,Campaign,T1826831629454354,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-19 01:53: Campaign changed from Paused to Enabled"
2025-03-19 01:53,Campaign,T1826832167650321,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-19 01:53: Campaign changed from Paused to Enabled"
2025-03-19 01:53,Ad group,T1826832167650337,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-19 01:53: Campaign changed from Paused to Enabled"
2025-03-19 01:53,Campaign,T1826832996372514,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-19 01:53: Campaign changed from Paused to Enabled"
2025-03-19 01:53,Ad group,T1826832996372530,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-19 01:53: Campaign changed from Paused to Enabled"
2025-03-18 09:34,Campaign,T1825918717603842,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 09:34: Campaign changed from Enabled to Paused"
2025-03-18 09:34,Ad group,T1825918717603858,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 09:34: Campaign changed from Enabled to Paused"
2025-03-18 09:34,Ad group,T1826535794716674,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 09:34: Campaign changed from Enabled to Paused"
2025-03-18 09:34,Campaign,T1826535794714802,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 09:34: Campaign changed from Enabled to Paused"
2025-03-18 09:34,Ad group,T1826560818303010,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 09:34: Campaign changed from Enabled to Paused"
2025-03-18 09:34,Campaign,T1826560818302994,On/Off Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 09:34: Campaign changed from Enabled to Paused"
2025-03-18 08:32,Ad group,T1826832996372530,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 08:32: Review Status changed from b'Edited for review' to b'Approved'"
2025-03-18 08:28,Ad group,T1826832996372530,Review Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:28: Review Status changed from b'Approved' to b'Edited for review'"
2025-03-18 08:28,Ad group,T1826832996372530,Creative,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:28: Interactive Add-on changed from b'7483062472028458001' to b'7483063478119664656'"
2025-03-18 08:27,Ad group,T1826832996372530,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 08:27: Review Status changed from b'Edited for review' to b'Approved'"
2025-03-18 08:25,Ad group,T1826831629454386,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 08:25: Review Status changed from b'Edited for review' to b'Approved'"
2025-03-18 08:25,Ad,T1826831630637201,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 08:25: Status changed from b'Edited for review' to b'Approved'"
2025-03-18 08:25,Ad,T1826831630629042,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 08:25: Status changed from b'Edited for review' to b'Approved'"
2025-03-18 08:25,Ad,T1826831630622802,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 08:25: Status changed from b'Edited for review' to b'Approved'"
2025-03-18 08:25,Ad,T1826831630650385,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 08:25: Status changed from b'In review' to b'Approved'"
2025-03-18 08:25,Ad,T1826831630615666,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 08:25: Status changed from b'Edited for review' to b'Approved'"
2025-03-18 08:25,Ad,T1826831630642225,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 08:25: Status changed from b'In review' to b'Approved'"
2025-03-18 08:25,Ad group,T1826832996372530,Creative,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:25: Interactive Add-on changed"
2025-03-18 08:25,Ad group,T1826832996372530,Review Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:25: Review Status changed from b'Approved' to b'Edited for review'"
2025-03-18 08:24,Ad,T1826832380140689,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 08:24: Status changed from b'Edited for review' to b'Approved'"
2025-03-18 08:24,Ad,T1826832317755442,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 08:24: Status changed from b'Edited for review' to b'Approved'"
2025-03-18 08:24,Ad,T1826832449640562,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 08:24: Status changed from b'Edited for review' to b'Approved'"
2025-03-18 08:24,Ad,T1826832580227090,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 08:24: Status changed from b'In review' to b'Approved'"
2025-03-18 08:24,Ad,T1826832169468002,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 08:24: Status changed from b'Edited for review' to b'Approved'"
2025-03-18 08:24,Ad,T1826832516697090,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 08:24: Status changed from b'In review' to b'Approved'"
2025-03-18 08:24,Ad group,T1826832167650337,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 08:24: Review Status changed from b'Edited for review' to b'Approved'"
2025-03-18 08:22,Ad group,T1826832996372530,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 08:22: Review Status changed from b'Edited for review' to b'Approved'"
2025-03-18 08:22,Ad,T1826831630637201,Ad Format,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:22: Text changed from b'\\\\xe7\\\\x84\\\\xa1\\\\xec\\\\xa0\\\\x81 \\\\xe7\\\\x84\\\\xa1\\\\xed\\\\x8c\\\\xa8 \\\\xe7\\\\x84\\\\xa1\\\\xec\\\\x8c\\\\x8d, \\\\xec\\\\x97\\\\xad\\\\xeb\\\\x8c\\\\x80\\\\xea\\\\xb8\\\\x89 \\\\xea\\\\xb1\\\\xb0\\\\xeb\\\\x8c\\\\x80 \\\\xec\\\\x82\\\\xbc\\\\xea\\\\xb5\\\\xad RPG!' to b'\\\\xec\\\\xb5\\\\x9c\\\\xea\\\\xb0\\\\x95 \\\\xec\\\\x98\\\\x81\\\\xec\\\\x9b\\\\x85\\\\xeb\\\\x93\\\\xa4\\\\xec\\\\x9d\\\\x84 \\\\xed\\\\x98\\\\xb8\\\\xeb\\\\xa0\\\\xb9\\\\xed\\\\x95\\\\xb4 \\\\xeb\\\\xb3\\\\xb4\\\\xec\\\\x84\\\\xb8\\\\xec\\\\x9a\\\\x94.'"
2025-03-18 08:22,Ad,T1826831630637201,Review Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:22: Status changed from b'In review' to b'Edited for review'"
2025-03-18 08:22,Ad,T1826831630629042,Review Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:22: Status changed from b'In review' to b'Edited for review'"
2025-03-18 08:22,Ad,T1826831630629042,Ad Format,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:22: Text changed from b'\\\\xec\\\\x9d\\\\xbc\\\\xec\\\\x9d\\\\xbc\\\\xeb\\\\xa1\\\\x9c\\\\xea\\\\xb7\\\\xb8\\\\xec\\\\x9d\\\\xb8 \\\\xec\\\\x8b\\\\x9c \\\\xec\\\\xa0\\\\x84\\\\xec\\\\xb2\\\\xb4 \\\\xec\\\\xb4\\\\x88\\\\xec\\\\x9b\\\\x94\\\\xeb\\\\xac\\\\xb4\\\\xec\\\\x9e\\\\xa5 \\\\xeb\\\\xac\\\\xb4\\\\xeb\\\\xa3\\\\x8c \\\\xed\\\\x9a\\\\x8d\\\\xeb\\\\x93\\\\x9d!' to b'\\\\xec\\\\xb5\\\\x9c\\\\xea\\\\xb0\\\\x95 \\\\xec\\\\x98\\\\x81\\\\xec\\\\x9b\\\\x85\\\\xeb\\\\x93\\\\xa4\\\\xec\\\\x9d\\\\x84 \\\\xed\\\\x98\\\\xb8\\\\xeb\\\\xa0\\\\xb9\\\\xed\\\\x95\\\\xb4 \\\\xeb\\\\xb3\\\\xb4\\\\xec\\\\x84\\\\xb8\\\\xec\\\\x9a\\\\x94.'"
2025-03-18 08:22,Ad,T1826831630622802,Review Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:22: Status changed from b'In review' to b'Edited for review'"
2025-03-18 08:22,Ad,T1826831630622802,Ad Format,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:22: Text changed from b'\\\\xec\\\\x88\\\\x98\\\\xeb\\\\xa7\\\\x8e\\\\xec\\\\x9d\\\\x80 \\\\xec\\\\xa0\\\\x81\\\\xeb\\\\x93\\\\xa4\\\\xec\\\\x9d\\\\x84 \\\\xed\\\\x95\\\\x9c\\\\xeb\\\\xb0\\\\xa9\\\\xec\\\\x97\\\\x90 \\\\xeb\\\\xac\\\\xbc\\\\xeb\\\\xa6\\\\xac\\\\xec\\\\xb3\\\\x90\\\\xeb\\\\xb3\\\\xb4\\\\xec\\\\x84\\\\xb8\\\\xec\\\\x9a\\\\x94!' to b'\\\\xec\\\\xb5\\\\x9c\\\\xea\\\\xb0\\\\x95 \\\\xec\\\\x98\\\\x81\\\\xec\\\\x9b\\\\x85\\\\xeb\\\\x93\\\\xa4\\\\xec\\\\x9d\\\\x84 \\\\xed\\\\x98\\\\xb8\\\\xeb\\\\xa0\\\\xb9\\\\xed\\\\x95\\\\xb4 \\\\xeb\\\\xb3\\\\xb4\\\\xec\\\\x84\\\\xb8\\\\xec\\\\x9a\\\\x94.'"
2025-03-18 08:21,Ad,T1826831630615666,Review Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:21: Status changed from b'In review' to b'Edited for review'"
2025-03-18 08:21,Ad,T1826831630615666,Ad Format,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:21: Text changed from b'\\\\xeb\\\\xac\\\\xb4\\\\xec\\\\x9e\\\\xa5\\\\xeb\\\\x93\\\\xa4\\\\xec\\\\x9d\\\\x98 \\\\xeb\\\\xac\\\\xb4\\\\xec\\\\x8c\\\\x8d \\\\xec\\\\x8a\\\\xa4\\\\xed\\\\x82\\\\xac, \\\\xec\\\\x98\\\\x81\\\\xec\\\\x9b\\\\x90\\\\xed\\\\x95\\\\x9c \\\\xed\\\\x81\\\\xb4\\\\xeb\\\\x9e\\\\x98\\\\xec\\\\x8b\\\\x9d.' to b'\\\\xec\\\\xb5\\\\x9c\\\\xea\\\\xb0\\\\x95 \\\\xec\\\\x98\\\\x81\\\\xec\\\\x9b\\\\x85\\\\xeb\\\\x93\\\\xa4\\\\xec\\\\x9d\\\\x84 \\\\xed\\\\x98\\\\xb8\\\\xeb\\\\xa0\\\\xb9\\\\xed\\\\x95\\\\xb4 \\\\xeb\\\\xb3\\\\xb4\\\\xec\\\\x84\\\\xb8\\\\xec\\\\x9a\\\\x94.'"
2025-03-18 08:21,Ad group,T1826831629454386,Review Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:21: Review Status changed from b'In review' to b'Edited for review'"
2025-03-18 08:21,Ad,T1826832169468002,Ad Format,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:21: Text changed from b'\\\\xeb\\\\xac\\\\xb4\\\\xec\\\\x9e\\\\xa5\\\\xeb\\\\x93\\\\xa4\\\\xec\\\\x9d\\\\x98 \\\\xeb\\\\xac\\\\xb4\\\\xec\\\\x8c\\\\x8d \\\\xec\\\\x8a\\\\xa4\\\\xed\\\\x82\\\\xac, \\\\xec\\\\x98\\\\x81\\\\xec\\\\x9b\\\\x90\\\\xed\\\\x95\\\\x9c \\\\xed\\\\x81\\\\xb4\\\\xeb\\\\x9e\\\\x98\\\\xec\\\\x8b\\\\x9d.' to b'\\\\xec\\\\xb5\\\\x9c\\\\xea\\\\xb0\\\\x95 \\\\xec\\\\x98\\\\x81\\\\xec\\\\x9b\\\\x85\\\\xeb\\\\x93\\\\xa4\\\\xec\\\\x9d\\\\x84 \\\\xed\\\\x98\\\\xb8\\\\xeb\\\\xa0\\\\xb9\\\\xed\\\\x95\\\\xb4 \\\\xeb\\\\xb3\\\\xb4\\\\xec\\\\x84\\\\xb8\\\\xec\\\\x9a\\\\x94.'"
2025-03-18 08:21,Ad,T1826832169468002,Review Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:21: Status changed from b'In review' to b'Edited for review'"
2025-03-18 08:21,Ad,T1826832317755442,Ad Format,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:21: Text changed from b'\\\\xec\\\\x88\\\\x98\\\\xeb\\\\xa7\\\\x8e\\\\xec\\\\x9d\\\\x80 \\\\xec\\\\xa0\\\\x81\\\\xeb\\\\x93\\\\xa4\\\\xec\\\\x9d\\\\x84 \\\\xed\\\\x95\\\\x9c\\\\xeb\\\\xb0\\\\xa9\\\\xec\\\\x97\\\\x90 \\\\xeb\\\\xac\\\\xbc\\\\xeb\\\\xa6\\\\xac\\\\xec\\\\xb3\\\\x90\\\\xeb\\\\xb3\\\\xb4\\\\xec\\\\x84\\\\xb8\\\\xec\\\\x9a\\\\x94!' to b'\\\\xec\\\\xb5\\\\x9c\\\\xea\\\\xb0\\\\x95 \\\\xec\\\\x98\\\\x81\\\\xec\\\\x9b\\\\x85\\\\xeb\\\\x93\\\\xa4\\\\xec\\\\x9d\\\\x84 \\\\xed\\\\x98\\\\xb8\\\\xeb\\\\xa0\\\\xb9\\\\xed\\\\x95\\\\xb4 \\\\xeb\\\\xb3\\\\xb4\\\\xec\\\\x84\\\\xb8\\\\xec\\\\x9a\\\\x94.'"
2025-03-18 08:21,Ad,T1826832317755442,Review Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:21: Status changed from b'In review' to b'Edited for review'"
2025-03-18 08:20,Ad,T1826832380140689,Review Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:20: Status changed from b'In review' to b'Edited for review'"
2025-03-18 08:20,Ad,T1826832380140689,Ad Format,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:20: Text changed from b'\\\\xeb\\\\xac\\\\xb4\\\\xec\\\\x9e\\\\xa5\\\\xeb\\\\x93\\\\xa4\\\\xec\\\\x9d\\\\x98 \\\\xeb\\\\xac\\\\xb4\\\\xec\\\\x8c\\\\x8d \\\\xec\\\\x8a\\\\xa4\\\\xed\\\\x82\\\\xac, \\\\xec\\\\x98\\\\x81\\\\xec\\\\x9b\\\\x90\\\\xed\\\\x95\\\\x9c \\\\xed\\\\x81\\\\xb4\\\\xeb\\\\x9e\\\\x98\\\\xec\\\\x8b\\\\x9d.' to b'\\\\xec\\\\xb5\\\\x9c\\\\xea\\\\xb0\\\\x95 \\\\xec\\\\x98\\\\x81\\\\xec\\\\x9b\\\\x85\\\\xeb\\\\x93\\\\xa4\\\\xec\\\\x9d\\\\x84 \\\\xed\\\\x98\\\\xb8\\\\xeb\\\\xa0\\\\xb9\\\\xed\\\\x95\\\\xb4 \\\\xeb\\\\xb3\\\\xb4\\\\xec\\\\x84\\\\xb8\\\\xec\\\\x9a\\\\x94.'"
2025-03-18 08:20,Ad group,T1826832167650337,Review Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:20: Review Status changed from b'In review' to b'Edited for review'"
2025-03-18 08:20,Ad,T1826832449640562,Review Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:20: Status changed from b'In review' to b'Edited for review'"
2025-03-18 08:20,Ad,T1826832449640562,Ad Format,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:20: Text changed from b'\\\\xe7\\\\x84\\\\xa1\\\\xec\\\\xa0\\\\x81 \\\\xe7\\\\x84\\\\xa1\\\\xed\\\\x8c\\\\xa8 \\\\xe7\\\\x84\\\\xa1\\\\xec\\\\x8c\\\\x8d, \\\\xec\\\\x97\\\\xad\\\\xeb\\\\x8c\\\\x80\\\\xea\\\\xb8\\\\x89 \\\\xea\\\\xb1\\\\xb0\\\\xeb\\\\x8c\\\\x80 \\\\xec\\\\x82\\\\xbc\\\\xea\\\\xb5\\\\xad RPG!' to b'\\\\xec\\\\xb5\\\\x9c\\\\xea\\\\xb0\\\\x95 \\\\xec\\\\x98\\\\x81\\\\xec\\\\x9b\\\\x85\\\\xeb\\\\x93\\\\xa4\\\\xec\\\\x9d\\\\x84 \\\\xed\\\\x98\\\\xb8\\\\xeb\\\\xa0\\\\xb9\\\\xed\\\\x95\\\\xb4 \\\\xeb\\\\xb3\\\\xb4\\\\xec\\\\x84\\\\xb8\\\\xec\\\\x9a\\\\x94.'"
2025-03-18 08:18,Ad group,T1826832996372530,Creative,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:18: Text changed"
2025-03-18 08:18,Ad group,T1826832996372530,Review Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 08:18: Review Status changed from b'In review' to b'Edited for review'"
2025-03-18 06:34,Ad group,T1826535794716674,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 06:34: Review Status changed from b'Edited for review' to b'Approved'"
2025-03-18 06:29,Ad group,T1826535794716674,Bidding & Optimization,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 06:29: minimum ROAS changed from b'0.07' to b'0.06'"
2025-03-18 06:29,Ad group,T1826535794716674,Creative,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 06:29: Video changed"
2025-03-18 06:29,Ad group,T1826535794716674,Review Status,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 06:29: Review Status changed from b'In review' to b'Edited for review'"
2025-03-18 04:22,Ad,T1826832580227090,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 04:22: Status changed from b'Edited for review' to b'Approved'"
2025-03-18 04:22,Ad group,T1826832167650337,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 04:22: Review Status changed from b'Edited for review' to b'Approved'"
2025-03-18 04:21,Ad group,T1826831629454386,Budget & Schedule,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 04:21: Budget changed from b'200.00 USD' to b'300.00 USD'"
2025-03-18 04:21,Ad group,T1826832167650337,Budget & Schedule,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 04:21: Budget changed from b'200.00 USD' to b'300.00 USD'"
2025-03-18 04:20,Campaign,T1826832996372514,Settings,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 04:20: Budget changed from b'600.00 USD' to b'900.00 USD'"
2025-03-18 04:18,Ad group,T1826831629454386,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 04:18: Review Status changed from b'Edited for review' to b'Approved'"
2025-03-18 04:18,Ad,T1826831630650385,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 04:18: Status changed from b'Edited for review' to b'Approved'"
2025-03-18 04:18,Ad,T1826832580227090,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 04:18: Status changed from b'Approved' to b'Edited for review'"
2025-03-18 04:18,Ad group,T1826832167650337,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 04:18: Review Status changed from b'Approved' to b'Edited for review'"
2025-03-18 04:18,Ad,T1826832580227090,Ad Format,t*m@taiyouxi.cn,Desktop,--,"2025-03-18 04:18: Text changed from b'\\\\xed\\\\x99\\\\x94\\\\xec\\\\xa0\\\\x9c\\\\xec\\\\x9d\\\\x98 \\\\xea\\\\xb8\\\\x80\\\\xeb\\\\xa1\\\\x9c\\\\xeb\\\\xb2\\\\x8c \\\\xec\\\\x82\\\\xbc\\\\xea\\\\xb5\\\\xad \\\\xec\\\\x95\\\\xa1\\\\xec\\\\x85\\\\x98 RPG\\\\xea\\\\xb2\\\\x8c\\\\xec\\\\x9e\\\\x84, \\\\xeb\\\\x93\\\\x9c\\\\xeb\\\\x94\\\\x94\\\\xec\\\\x96\\\\xb4 \\\\xed\\\\x95\\\\x9c\\\\xea\\\\xb5\\\\xad \\\\xec\\\\xb6\\\\x9c\\\\xec\\\\x8b\\\\x9c! ' to b'\\\\xec\\\\xb5\\\\x9c\\\\xea\\\\xb0\\\\x95 \\\\xec\\\\x98\\\\x81\\\\xec\\\\x9b\\\\x85\\\\xeb\\\\x93\\\\xa4\\\\xec\\\\x9d\\\\x84 \\\\xed\\\\x98\\\\xb8\\\\xeb\\\\xa0\\\\xb9\\\\xed\\\\x95\\\\xb4 \\\\xeb\\\\xb3\\\\xb4\\\\xec\\\\x84\\\\xb8\\\\xec\\\\x9a\\\\x94.'"
