Summary of Changes
Budget changes,0
Bid changes,0
Status changes,71

Records
Time,Object Type,Object ID,Object Name,Operator,Source,App ID,Activity Details
2025-03-17 11:46,Ad,T1826841668025361,Ad,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 11:46: Create Ad"
2025-03-17 11:46,Ad,T1826841667078194,Ad,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 11:46: Create Ad"
2025-03-17 11:46,Ad group,T1826841666142257,Ad group,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 11:46: Create Ad group"
2025-03-17 11:46,Ad,T1826841668013073,Ad,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 11:46: Create Ad"
2025-03-17 11:30,Ad group,T1826840473418802,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 11:30: Review Status changed from b'Not approved' to b'Approved'"
2025-03-17 11:30,Ad,T1826840473461809,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 11:30: Status changed from b'In review' to b'Approved'"
2025-03-17 11:30,Ad,T1826840474044593,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 11:30: Status changed from b'In review' to b'Approved'"
2025-03-17 11:30,Ad,T1826840473455697,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 11:30: Status changed from b'In review' to b'Approved'"
2025-03-17 11:30,Ad,T1826840474050705,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 11:30: Status changed from b'In review' to b'Approved'"
2025-03-17 11:30,Ad,T1826840474038353,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 11:30: Status changed from b'In review' to b'Approved'"
2025-03-17 11:30,Ad,T1826840473448497,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 11:30: Status changed from b'In review' to b'Approved'"
2025-03-17 11:27,Ad,T1826840474044593,Ad,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 11:27: Create Ad"
2025-03-17 11:27,Ad,T1826840474050705,Ad,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 11:27: Create Ad"
2025-03-17 11:27,Ad,T1826840473448497,Ad,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 11:27: Create Ad"
2025-03-17 11:27,Campaign,T1826840473418786,Campaign,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 11:27: Create Campaign"
2025-03-17 11:27,Ad,T1826840474038353,Ad,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 11:27: Create Ad"
2025-03-17 11:27,Ad,T1826840473461809,Ad,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 11:27: Create Ad"
2025-03-17 11:27,Ad,T1826840473455697,Ad,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 11:27: Create Ad"
2025-03-17 11:27,Ad group,T1826840473418802,Ad group,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 11:27: Create Ad group"
2025-03-17 11:24,Ad group,T1826839887541250,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-17 11:24: Review Status changed from b'Not approved' to b'Approved'"
2025-03-17 11:18,Campaign,T1826839884892274,Campaign,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 11:18: Create Campaign"
2025-03-17 11:18,Ad group,T1826839887541250,Creative,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 11:18: Display Name changed; 2025-03-17 11:18: Text changed; 2025-03-17 11:18: Video changed"
2025-03-17 11:18,Ad group,T1826839887541250,Ad group,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 11:18: Create Ad group"
2025-03-17 06:23,Campaign,T1826558344418338,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826558344581249,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562533131314,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Campaign,T1826561913898002,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562812249202,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562528062481,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562521757905,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562847355010,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562831628401,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562511405058,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562531920946,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562815445122,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826736196567073,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562504966210,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562517430321,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562835413089,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562812558386,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562826432609,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562527442994,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562828970226,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562836196385,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562510481489,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562499617793,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562816437297,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562839405809,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562847958066,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826561913898018,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562516627490,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826736192904241,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562498959425,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562841489570,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562824643601,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562820325378,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562823507138,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562504543266,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
2025-03-17 06:23,Ad group,T1826562521684001,On/Off Status,b*******v@royalarkgames.com,Desktop,--,"2025-03-17 06:23: Campaign changed from Enabled to Paused"
