Summary of Changes
Budget changes,0
Bid changes,0
Status changes,59

Records
Time,Object Type,Object ID,Object Name,Operator,Source,App ID,Activity Details
2025-03-18 19:35,Ad group,T1826787176955937,On/Off Status,a*******v@dreamsim.world,Desktop,--,"2025-03-18 19:35: Ad group changed from Enabled to Paused"
2025-03-18 19:35,Ad,T1826846719773857,On/Off Status,a*******v@dreamsim.world,Desktop,--,"2025-03-18 19:35: Ad group changed from Enabled to Paused"
2025-03-18 19:35,Ad,T1826846719773873,On/Off Status,a*******v@dreamsim.world,Desktop,--,"2025-03-18 19:35: Ad group changed from Enabled to Paused"
2025-03-18 19:35,Ad,T1826846719774721,On/Off Status,a*******v@dreamsim.world,Desktop,--,"2025-03-18 19:35: Ad group changed from Enabled to Paused"
2025-03-18 19:35,Ad group,T1826846726169602,On/Off Status,a*******v@dreamsim.world,Desktop,--,"2025-03-18 19:35: Ad group changed from Enabled to Paused"
2025-03-18 18:08,Ad,T1826956034041921,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 18:08: Status changed from b'In review' to b'Approved'"
2025-03-18 18:08,Ad group,T1825686932416546,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 18:08: Review Status changed from b'Edited for review' to b'Approved'"
2025-03-18 18:06,Ad group,T1825686876660786,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 18:06: Review Status changed from b'Edited for review' to b'Approved'"
2025-03-18 18:06,Ad,T1826955969056913,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 18:06: Status changed from b'In review' to b'Approved'"
2025-03-18 18:05,Ad group,T1825677756280993,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 18:05: Review Status changed from b'Edited for review' to b'Approved'"
2025-03-18 18:05,Ad group,T1824576414914594,On/Off Status,ua@dreamsim.world,Desktop,--,"2025-03-18 18:05: Campaign changed from Enabled to Paused"
2025-03-18 18:05,Ad group,T1826296280854578,On/Off Status,ua@dreamsim.world,Desktop,--,"2025-03-18 18:05: Campaign changed from Enabled to Paused"
2025-03-18 18:05,Ad group,T1823940779937810,On/Off Status,ua@dreamsim.world,Desktop,--,"2025-03-18 18:05: Campaign changed from Enabled to Paused"
2025-03-18 18:05,Ad group,T1824574778067970,On/Off Status,ua@dreamsim.world,Desktop,--,"2025-03-18 18:05: Campaign changed from Enabled to Paused"
2025-03-18 18:05,Ad group,T1825930603054113,On/Off Status,ua@dreamsim.world,Desktop,--,"2025-03-18 18:05: Campaign changed from Enabled to Paused"
2025-03-18 18:05,Ad group,T1826296023715841,On/Off Status,ua@dreamsim.world,Desktop,--,"2025-03-18 18:05: Campaign changed from Enabled to Paused"
2025-03-18 18:05,Ad group,T1825662523521137,On/Off Status,ua@dreamsim.world,Desktop,--,"2025-03-18 18:05: Campaign changed from Enabled to Paused"
2025-03-18 18:05,Ad group,T1825928351207490,On/Off Status,ua@dreamsim.world,Desktop,--,"2025-03-18 18:05: Campaign changed from Enabled to Paused"
2025-03-18 18:05,Ad group,T1825028058419218,On/Off Status,ua@dreamsim.world,Desktop,--,"2025-03-18 18:05: Campaign changed from Enabled to Paused"
2025-03-18 18:05,Ad group,T1825027886320738,On/Off Status,ua@dreamsim.world,Desktop,--,"2025-03-18 18:05: Campaign changed from Enabled to Paused"
2025-03-18 18:05,Campaign,T1823940779933762,On/Off Status,ua@dreamsim.world,Desktop,--,"2025-03-18 18:05: Campaign changed from Enabled to Paused"
2025-03-18 18:04,Ad group,T1825686932416546,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 18:04: Review Status changed from b'Approved' to b'Edited for review'"
2025-03-18 18:04,Ad,T1826956034041921,Ad,ua@dreamsim.world,Desktop,--,"2025-03-18 18:04: Create Ad"
2025-03-18 18:03,Ad group,T1825686876660786,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 18:03: Review Status changed from b'Approved' to b'Edited for review'"
2025-03-18 18:03,Ad,T1826955969056913,Ad,ua@dreamsim.world,Desktop,--,"2025-03-18 18:03: Create Ad"
2025-03-18 18:01,Ad group,T1825677756280993,Creative,ua@dreamsim.world,Desktop,--,"2025-03-18 18:01: Video changed"
2025-03-18 18:01,Ad group,T1825677756280993,Review Status,TikTok For Business,Platform-generated Change,--,"2025-03-18 18:01: Review Status changed from b'Approved' to b'Edited for review'"
