"client_name","adv_id","adgroup_id","ea","cat","date","cost($USD)","impression","cpm","click","ctr(%)","cpc","reach","frequency","lpv","cplpv","lpv_rate(%)","dlpv","cpdlpv","dlpv_rate(%)","atc","cp","cp_value","cp_roas"
"Coach","ADV6927760983595155458","TEST1818349487376386","DLPV","TEST","D2025-01-05",594.39,148597,4,1521,1.02,0.39,137392,1.08,985,0.6,64.76,572,1.04,37.61,319,30,7175,12.07
"Coach","ADV6927760983595155458","TEST1818349487376386","DLPV","TEST","D2025-01-06",604.06,158064,3.82,1538,0.97,0.39,147709,1.07,906,0.67,58.91,540,1.12,35.11,314,21,4864,8.05
"Coach","ADV6927760983595155458","TEST1818349487376386","DLPV","TEST","D2025-01-07",601.55,133207,4.52,1483,1.11,0.41,123712,1.08,918,0.66,61.9,513,1.17,34.59,260,14,4243,7.05
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","LifeTime",8978.65,1886486,4.76,24126,1.28,0.37,1192046,1.58,20034,0.45,83.04,11028,0.81,45.71,2620,175,49673.42,5.53
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2024-12-24",574.05,100252,5.73,1736,1.73,0.33,88018,1.14,1479,0.39,85.2,713,0.81,41.07,52,5,1227,2.14
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2024-12-25",579.15,110264,5.25,1671,1.52,0.35,97962,1.13,1493,0.39,89.35,771,0.75,46.14,94,5,1005.75,1.74
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2024-12-26",616.36,110839,5.56,1625,1.47,0.38,101799,1.09,1450,0.43,89.23,740,0.83,45.54,185,10,2125,3.45
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2024-12-27",605.91,102770,5.9,1566,1.52,0.39,95736,1.07,1353,0.45,86.4,735,0.82,46.93,258,14,4465.54,7.37
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2024-12-28",603.18,96902,6.22,1528,1.58,0.39,90758,1.07,1317,0.46,86.19,720,0.84,47.12,216,14,4709,7.81
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2024-12-29",616.57,97564,6.32,1518,1.56,0.41,91797,1.06,1348,0.46,88.8,778,0.79,51.25,230,14,3730,6.05
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2024-12-30",577.62,107315,5.38,1443,1.34,0.4,100298,1.07,1181,0.49,81.84,680,0.85,47.12,183,16,6126.5,10.61
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2024-12-31",616.17,113799,5.41,1447,1.27,0.43,106321,1.07,1217,0.51,84.11,664,0.93,45.89,184,13,4043.14,6.56
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-01",589.78,178530,3.3,1792,1,0.33,161627,1.1,1411,0.42,78.74,768,0.77,42.86,215,14,2991.5,5.07
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-02",593.03,140068,4.23,1753,1.25,0.34,127959,1.09,1413,0.42,80.6,769,0.77,43.87,193,10,2855,4.81
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-03",590.27,141660,4.17,1656,1.17,0.36,129210,1.1,1286,0.46,77.66,757,0.78,45.71,182,17,4701,7.96
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-04",616.56,160521,3.84,1734,1.08,0.36,145036,1.11,1374,0.45,79.24,807,0.76,46.54,162,16,4512.5,7.32
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-05",605.61,146751,4.13,1655,1.13,0.37,136025,1.08,1333,0.45,80.54,727,0.83,43.93,146,8,1691.5,2.79
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-06",595.94,151612,3.93,1554,1.02,0.38,140542,1.08,1226,0.49,78.89,742,0.8,47.75,129,5,1527.5,2.56
"Coach","ADV6927760983595155458","CTRL1818349493967922","LPV","CTRL","D2025-01-07",598.45,127639,4.69,1448,1.13,0.41,119285,1.07,1131,0.53,78.11,645,0.93,44.54,162,12,3242.5,5.42
